episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries,min_days_survived,max_days_survived,average_days_survived,total_days_survived
67,159.0,9300.0,2521.5,10086.0,3,42,14.5,58,27,200,80.75,323
68,282.0,7932.0,3452.25,13809.0,8,41,26.5,106,57,200,142.0,568
69,41.0,7920.0,4642.25,18569.0,1,43,30.75,123,9,200,152.25,609
70,114.0,8226.0,3586.25,14345.0,2,45,22.5,90,21,200,110.5,442
71,77.0,3450.0,1671.5,6686.0,1,36,18.0,72,9,200,106.0,424
72,74.0,4998.0,1391.5,5566.0,2,39,12.75,51,15,200,71.75,287
73,240.0,5136.0,2043.0,8172.0,6,37,21.0,84,45,200,122.5,490
74,71.0,810.0,357.75,1431.0,1,12,5.75,23,9,68,35.75,143
75,36.0,6240.0,1740.5,6962.0,0,42,13.5,54,9,200,73.0,292
76,69.0,7470.0,3533.25,14133.0,1,43,21.75,87,15,200,109.0,436
77,47.0,7740.0,3499.0,13996.0,1,45,22.0,88,9,200,107.5,430
78,93.0,7356.0,3549.75,14199.0,1,43,21.25,85,15,200,109.0,436
79,98.0,9150.0,3859.25,15437.0,2,41,26.5,106,15,200,140.25,561
80,57.0,6696.0,3663.75,14655.0,1,40,29.0,116,15,200,153.75,615
81,198.0,5214.0,2472.75,9891.0,4,39,23.25,93,33,200,127.0,508
82,53.0,6774.0,2376.5,9506.0,1,41,18.25,73,9,200,103.0,412
83,92.0,8280.0,3433.0,13732.0,2,45,23.75,95,15,200,113.5,454
84,77.0,4392.0,1638.5,6554.0,1,39,16.25,65,9,200,94.0,376
85,47.0,3366.0,896.0,3584.0,1,36,10.0,40,9,200,61.25,245
86,249.0,7344.0,3512.25,14049.0,5,43,24.5,98,39,200,123.75,495
87,69.0,6828.0,2873.0,11492.0,1,43,22.0,88,15,200,112.0,448
88,81.0,6036.0,3135.75,12543.0,1,43,22.75,91,15,200,118.0,472
89,186.0,7578.0,3488.75,13955.0,4,44,23.25,93,33,200,116.5,466
90,111.0,9690.0,4137.75,16551.0,3,44,24.0,96,27,200,118.0,472
91,42.0,8706.0,3607.25,14429.0,0,46,22.0,88,9,200,104.5,418
92,65.0,6228.0,3063.25,12253.0,1,41,22.75,91,9,200,115.0,460
93,98.0,5718.0,1525.5,6102.0,2,42,12.5,50,15,200,64.25,257
94,77.0,4902.0,1995.25,7981.0,1,37,19.5,78,9,200,112.0,448
95,380.0,5580.0,2973.5,11894.0,8,40,24.0,96,56,200,129.75,519
96,74.0,8766.0,2916.25,11665.0,2,45,21.75,87,9,200,106.0,424
97,36.0,4944.0,2102.25,8409.0,0,38,20.0,80,9,200,115.0,460
98,36.0,5364.0,2360.75,9443.0,0,38,19.25,77,9,200,104.5,418
99,86.0,2496.0,776.0,3104.0,2,35,11.75,47,15,200,70.0,280
100,74.0,732.0,313.25,1253.0,2,13,6.0,24,15,68,38.75,155
101,87.0,9138.0,4679.25,18717.0,1,45,23.75,95,15,200,114.75,459
102,42.0,5016.0,1657.5,6630.0,0,39,15.75,63,9,200,89.25,357
103,138.0,7782.0,4191.0,16764.0,2,41,29.5,118,21,200,155.25,621
104,42.0,6294.0,2948.25,11793.0,0,43,25.25,101,9,200,132.75,531
105,53.0,3228.0,1507.25,6029.0,1,38,20.25,81,9,200,116.5,466
106,192.0,6822.0,2628.0,10512.0,4,42,21.5,86,33,200,116.5,466
107,216.0,6546.0,3120.0,12480.0,4,42,22.75,91,33,200,119.5,478
108,110.0,2550.0,1321.75,5287.0,2,36,18.75,75,15,200,109.0,436
109,92.0,5856.0,1841.75,7367.0,2,39,17.5,70,15,200,101.5,406
110,42.0,9948.0,3879.0,15516.0,0,46,21.75,87,9,200,107.5,430
111,267.0,4974.0,2789.25,11157.0,7,40,30.0,120,51,200,162.75,651
112,75.0,6624.0,4385.25,17541.0,1,42,30.5,122,15,200,153.75,615
113,77.0,308.0,139.5,558.0,1,8,3.0,12,9,51,22.5,90
114,53.0,4800.0,1459.5,5838.0,1,38,14.0,56,9,200,79.25,317
115,65.0,182.0,100.75,403.0,1,4,1.75,7,9,27,16.5,66
116,36.0,7836.0,3582.75,14331.0,0,44,24.0,96,9,200,117.75,471
117,41.0,6564.0,2939.0,11756.0,1,42,22.25,89,9,200,115.0,460
118,81.0,7542.0,2666.0,10664.0,1,44,21.25,85,15,200,109.0,436
119,41.0,6948.0,3335.75,13343.0,1,42,24.75,99,9,200,125.25,501
120,206.0,8958.0,3884.0,15536.0,6,41,23.25,93,39,200,121.0,484
121,264.0,6240.0,3300.0,13200.0,8,40,30.25,121,57,200,164.25,657
122,59.0,6336.0,2788.0,11152.0,1,40,20.75,83,9,200,107.5,430
123,84.0,9864.0,3590.0,14360.0,2,45,21.5,86,15,200,109.0,436
124,57.0,6498.0,1716.75,6867.0,1,40,11.75,47,15,200,67.25,269
125,63.0,5850.0,1699.5,6798.0,1,39,13.75,55,15,200,80.75,323
126,71.0,4920.0,1354.75,5419.0,1,39,12.0,48,9,200,67.25,269
127,75.0,7146.0,2580.5,10322.0,1,43,20.25,81,15,200,109.0,436
128,41.0,4830.0,2839.25,11357.0,1,38,28.25,113,9,200,152.25,609
129,77.0,114.0,96.0,384.0,1,3,2.0,8,9,21,16.5,66
130,131.0,5640.0,2478.5,9914.0,3,40,21.5,86,21,200,115.0,460
131,84.0,10734.0,2895.75,11583.0,2,45,14.0,56,21,200,73.0,292
132,147.0,4758.0,2372.25,9489.0,3,38,21.75,87,27,200,121.0,484
133,77.0,5520.0,1555.25,6221.0,1,42,14.25,57,9,200,77.75,311
134,129.0,5886.0,3323.25,13293.0,3,40,28.5,114,27,200,156.75,627
135,41.0,6066.0,3682.25,14729.0,1,41,28.75,115,9,200,152.25,609
136,42.0,7998.0,2952.5,11810.0,0,44,23.5,94,9,200,121.0,484
137,36.0,3102.0,1339.25,5357.0,0,37,17.75,71,9,200,104.5,418
138,41.0,7410.0,3222.5,12890.0,1,43,21.0,84,9,200,106.0,424
139,59.0,669.0,239.25,957.0,1,11,4.25,17,9,62,26.75,107
140,168.0,5562.0,2451.0,9804.0,4,38,20.75,83,32,200,116.25,465
141,47.0,4824.0,2080.25,8321.0,1,36,19.0,76,9,200,110.5,442
142,53.0,497.0,185.75,743.0,1,10,4.0,16,9,57,25.5,102
143,87.0,582.0,260.5,1042.0,1,9,4.75,19,15,44,29.75,119
144,71.0,3528.0,979.0,3916.0,1,36,10.75,43,9,200,62.75,251
145,222.0,5160.0,2516.25,10065.0,4,39,26.75,107,33,200,150.75,603
146,71.0,4584.0,1226.0,4904.0,1,37,10.75,43,9,200,64.25,257
147,120.0,5640.0,2661.5,10646.0,2,40,20.75,83,21,200,112.0,448
148,81.0,6840.0,3897.75,15591.0,1,40,29.25,117,15,200,153.75,615
149,71.0,1119.0,452.25,1809.0,1,20,9.0,36,9,122,56.75,227
150,47.0,6744.0,2338.25,9353.0,1,41,17.75,71,9,200,98.25,393
151,210.0,7044.0,3458.75,13835.0,6,44,24.0,96,45,200,122.5,490
152,120.0,6384.0,3279.75,13119.0,2,43,22.25,89,21,200,115.0,460
153,228.0,6750.0,1876.25,7505.0,4,41,14.5,58,33,200,80.75,323
154,36.0,10584.0,2795.75,11183.0,0,46,15.0,60,9,200,74.75,299
155,90.0,7620.0,3556.5,14226.0,2,45,22.5,90,21,200,110.5,442
156,42.0,5622.0,1515.75,6063.0,0,37,10.75,43,9,200,64.0,256
157,42.0,9522.0,3570.75,14283.0,0,45,21.5,86,9,200,109.0,436
158,41.0,6978.0,2941.25,11765.0,0,40,19.5,78,9,200,104.5,418
159,42.0,6240.0,4324.5,17298.0,0,40,29.5,118,9,200,152.25,609
160,41.0,7356.0,3211.75,12847.0,1,42,21.75,87,9,200,109.0,436
161,86.0,4140.0,1552.0,6208.0,2,38,17.5,70,15,200,101.5,406
162,408.0,6570.0,2168.75,8675.0,8,39,19.5,78,57,200,113.5,454
163,36.0,7032.0,3000.75,12003.0,0,43,21.75,87,9,200,112.0,448
164,183.0,5736.0,3016.5,12066.0,3,42,23.25,93,27,200,125.5,502
165,207.0,6618.0,2840.25,11361.0,5,41,24.25,97,39,200,127.0,508
166,107.0,6036.0,2917.25,11669.0,3,40,22.25,89,21,200,119.25,477
167,92.0,6696.0,3188.75,12755.0,2,42,23.75,95,15,200,122.25,489
168,75.0,5520.0,2938.5,11754.0,1,41,23.5,94,15,200,122.25,489
169,126.0,5994.0,1607.25,6429.0,2,38,11.25,45,21,200,67.25,269
170,69.0,5334.0,2246.0,8984.0,1,40,21.25,85,15,200,112.0,448
171,36.0,6402.0,2575.25,10301.0,0,41,21.25,85,9,200,110.5,442
172,222.0,5874.0,3037.5,12150.0,6,42,23.5,94,45,200,125.5,502
173,42.0,6288.0,4257.0,17028.0,0,41,29.5,118,9,200,152.25,609
174,87.0,7038.0,3446.25,13785.0,1,41,28.75,115,15,200,153.75,615
175,204.0,933.0,470.25,1881.0,4,14,8.0,32,33,74,52.0,208
176,120.0,4458.0,2274.75,9099.0,2,38,26.5,106,21,200,150.75,603
177,57.0,7116.0,2805.75,11223.0,1,44,21.0,84,15,200,109.0,436
178,36.0,4380.0,1141.75,4567.0,0,41,11.0,44,9,200,58.25,233
179,57.0,558.0,267.75,1071.0,1,9,5.0,20,15,56,37.25,149
180,75.0,578.0,215.25,861.0,1,10,3.75,15,9,63,27.0,108
181,141.0,5676.0,2501.75,10007.0,3,42,21.5,86,27,200,113.5,454
182,84.0,6462.0,2342.25,9369.0,2,42,20.75,83,21,200,112.0,448
183,63.0,7416.0,3234.0,12936.0,1,41,20.75,83,15,200,107.5,430
184,75.0,7416.0,3683.25,14733.0,1,42,23.25,93,15,200,118.0,472
185,104.0,2742.0,819.5,3278.0,2,36,12.0,48,15,200,73.25,293
186,77.0,2088.0,626.5,2506.0,1,35,11.25,45,9,200,68.75,275
187,120.0,10176.0,4912.5,19650.0,2,44,30.5,122,21,200,155.25,621
188,71.0,540.0,247.75,991.0,1,10,4.25,17,9,44,25.25,101
189,63.0,7734.0,2609.75,10439.0,1,42,20.5,82,15,200,110.5,442
190,147.0,6564.0,2789.25,11157.0,3,41,22.75,91,27,200,121.0,484
191,153.0,4530.0,2568.75,10275.0,3,37,28.0,112,27,200,156.75,627
192,41.0,8418.0,3283.75,13135.0,1,46,22.75,91,9,200,109.0,436
193,249.0,6246.0,3138.75,12555.0,7,41,30.75,123,51,200,162.75,651
194,138.0,7188.0,2857.25,11429.0,2,43,23.25,93,21,200,116.5,466
195,162.0,8256.0,4447.5,17790.0,4,43,31.25,125,33,200,158.25,633
196,36.0,5292.0,2513.25,10053.0,0,38,20.5,82,9,200,114.75,459
197,77.0,3306.0,1637.75,6551.0,1,37,19.5,78,9,200,110.5,442
198,41.0,6300.0,2234.75,8939.0,1,42,20.25,81,9,200,110.5,442
199,57.0,5784.0,2959.5,11838.0,1,39,21.5,86,15,200,116.25,465
200,36.0,8184.0,2283.0,9132.0,0,46,16.0,64,9,200,83.75,335
201,122.0,6228.0,2791.25,11165.0,4,40,23.75,95,27,200,128.5,514
202,41.0,1485.0,608.0,2432.0,1,21,9.0,36,9,110,55.0,220
203,411.0,6078.0,2474.25,9897.0,9,40,24.5,98,63,200,138.75,555
204,41.0,7878.0,3549.5,14198.0,1,45,22.75,91,9,200,111.75,447
205,89.0,6990.0,2575.0,10300.0,3,42,18.5,74,21,200,101.5,406
206,132.0,6348.0,1760.0,7040.0,2,38,13.5,54,21,200,79.25,317
207,36.0,6072.0,2827.5,11310.0,0,42,21.0,84,9,200,110.5,442
208,86.0,6918.0,2670.5,10682.0,2,44,21.25,85,15,200,112.0,448
209,74.0,6750.0,1874.75,7499.0,2,42,13.75,55,15,200,74.5,298
210,41.0,9468.0,2443.75,9775.0,1,44,12.75,51,9,200,64.25,257
211,42.0,5088.0,2130.0,8520.0,0,40,19.75,79,9,200,113.25,453
212,57.0,8442.0,3665.0,14660.0,1,43,22.5,90,15,200,109.0,436
213,77.0,1416.0,616.75,2467.0,1,21,12.0,48,9,129,76.25,305
214,41.0,5310.0,1613.5,6454.0,1,41,15.25,61,9,200,83.75,335
215,81.0,5208.0,1428.0,5712.0,1,37,11.75,47,15,200,71.75,287
216,81.0,5550.0,3731.25,14925.0,1,39,29.25,117,15,200,153.75,615
217,258.0,9522.0,3054.75,12219.0,6,44,21.25,85,45,200,118.0,472
218,918.0,11436.0,3936.5,15746.0,17,45,27.5,110,104,200,147.75,591
219,41.0,585.0,244.25,977.0,1,10,4.5,18,9,50,29.75,119
220,71.0,252.0,161.5,646.0,1,6,3.5,14,9,45,27.0,108
221,59.0,3894.0,1704.5,6818.0,1,37,18.25,73,9,200,108.75,435
222,71.0,479.0,190.0,760.0,1,9,3.5,14,9,57,27.0,108
223,47.0,7398.0,4516.25,18065.0,1,44,31.0,124,9,200,152.25,609
224,57.0,4854.0,1930.5,7722.0,1,37,20.5,82,15,200,119.25,477
225,57.0,6318.0,2680.5,10722.0,1,41,22.5,90,15,200,119.5,478
226,129.0,5232.0,3149.25,12597.0,3,40,28.75,115,27,200,156.75,627
227,80.0,6600.0,3621.5,14486.0,2,41,29.75,119,15,200,153.75,615
228,69.0,989.0,328.0,1312.0,1,14,4.75,19,9,69,30.0,120
229,71.0,135.0,96.0,384.0,1,3,2.0,8,9,27,16.5,66
230,42.0,6720.0,1823.75,7295.0,0,40,12.5,50,9,200,68.75,275
231,41.0,10320.0,3462.5,13850.0,1,46,22.0,88,9,200,109.0,436
232,293.0,5832.0,3066.5,12266.0,5,43,23.75,95,38,200,120.75,483
233,36.0,3948.0,1125.75,4503.0,0,39,11.5,46,9,200,67.0,268
234,63.0,4266.0,1715.25,6861.0,1,39,19.75,79,15,200,112.0,448
235,36.0,2163.0,591.75,2367.0,0,20,5.5,22,9,110,37.25,149
236,126.0,6852.0,3312.5,13250.0,2,43,22.75,91,21,200,112.0,448
237,69.0,10110.0,4098.0,16392.0,1,45,25.0,100,15,200,128.25,513
238,81.0,6060.0,3151.5,12606.0,1,43,23.5,94,15,200,122.25,489
239,42.0,7296.0,4060.5,16242.0,0,40,29.0,116,9,200,152.25,609
240,81.0,5970.0,2968.5,11874.0,1,42,22.0,88,15,200,116.25,465
241,87.0,7008.0,3387.0,13548.0,1,44,22.75,91,15,200,113.5,454
242,77.0,7224.0,3495.5,13982.0,2,41,22.25,89,9,200,111.75,447
243,36.0,5748.0,1477.75,5911.0,0,41,11.0,44,9,200,58.25,233
244,294.0,5952.0,3062.25,12249.0,4,42,22.75,91,32,200,120.75,483
245,108.0,915.0,342.75,1371.0,2,11,5.25,21,21,50,34.25,137
246,47.0,8766.0,2250.5,9002.0,1,46,12.5,50,9,200,61.25,245
247,333.0,4770.0,2548.5,10194.0,7,40,24.25,97,51,200,131.25,525
248,96.0,5994.0,2918.25,11673.0,2,41,23.25,93,21,200,124.0,496
249,47.0,6084.0,1625.0,6500.0,1,40,12.0,48,9,200,67.25,269
250,102.0,6618.0,4200.0,16800.0,2,42,30.25,121,21,200,155.25,621
251,96.0,5466.0,3115.5,12462.0,2,40,28.5,114,21,200,155.25,621
252,81.0,7356.0,3699.75,14799.0,1,42,22.25,89,15,200,114.75,459
253,90.0,6348.0,3240.0,12960.0,2,43,24.0,96,21,200,125.5,502
254,36.0,7554.0,3284.25,13137.0,0,41,23.0,92,9,200,117.75,471
255,102.0,10320.0,2661.5,10646.0,2,48,13.75,55,15,200,64.25,257
256,63.0,4818.0,2904.75,11619.0,1,40,28.0,112,15,200,153.75,615
257,119.0,5556.0,1749.25,6997.0,3,39,16.25,65,21,200,91.0,364
258,47.0,3096.0,982.25,3929.0,1,37,13.75,55,9,200,80.5,322
259,36.0,6462.0,3176.25,12705.0,0,43,21.25,85,9,200,109.0,436
260,96.0,5250.0,2452.5,9810.0,2,40,21.0,84,21,200,113.5,454
261,174.0,6816.0,3025.5,12102.0,4,40,21.75,87,33,200,116.5,466
262,155.0,6660.0,3200.0,12800.0,3,41,22.5,90,27,200,115.0,460
263,117.0,6432.0,3231.0,12924.0,3,43,22.75,91,27,200,116.5,466
264,36.0,6552.0,2472.0,9888.0,0,43,22.25,89,9,200,119.5,478
265,92.0,8346.0,3419.5,13678.0,2,44,22.25,89,15,200,110.5,442
266,219.0,6294.0,3534.75,14139.0,5,39,29.5,118,39,200,159.75,639
267,71.0,3198.0,877.75,3511.0,1,34,10.25,41,9,200,64.25,257
268,75.0,6564.0,3294.5,13178.0,1,44,23.0,92,15,200,112.0,448
269,107.0,7410.0,3814.25,15257.0,3,40,30.25,121,21,200,155.25,621
270,134.0,5994.0,2662.75,10651.0,3,42,21.25,85,21,200,112.0,448
271,65.0,3618.0,1415.5,5662.0,1,36,14.5,58,9,200,86.5,346
272,182.0,2382.0,973.0,3892.0,4,34,16.0,64,27,200,95.5,382
273,42.0,7152.0,3660.0,14640.0,0,41,28.75,115,9,200,152.25,609
274,89.0,3546.0,1018.75,4075.0,3,38,12.75,51,21,200,73.25,293
275,71.0,2640.0,1430.75,5723.0,1,35,18.0,72,9,200,110.5,442
276,36.0,7878.0,3622.25,14489.0,0,42,21.0,84,9,200,104.5,418
277,71.0,6114.0,2082.5,8330.0,1,41,17.25,69,9,200,97.0,388
278,41.0,6996.0,2027.5,8110.0,1,41,16.75,67,9,200,92.75,371
279,87.0,5790.0,2948.25,11793.0,1,43,23.0,92,15,200,118.0,472
280,123.0,6600.0,2958.75,11835.0,3,42,22.0,88,27,200,115.0,460
281,608.0,13236.0,4253.75,17015.0,11,47,26.0,104,74,200,137.25,549
282,71.0,3804.0,1255.25,5021.0,1,37,16.0,64,9,200,95.75,383
283,479.0,7134.0,3485.75,13943.0,13,42,32.0,128,81,200,170.25,681
284,77.0,161.0,112.25,449.0,1,5,2.75,11,9,33,19.5,78
285,144.0,6348.0,2482.5,9930.0,2,39,21.75,87,21,200,125.25,501
286,36.0,4200.0,1823.0,7292.0,0,41,20.0,80,9,200,109.0,436
287,309.0,8586.0,4454.25,17817.0,7,41,31.5,126,51,200,162.75,651
288,42.0,6570.0,4272.0,17088.0,0,41,30.0,120,9,200,152.25,609
289,153.0,7026.0,3288.75,13155.0,3,42,23.5,94,27,200,121.0,484
290,140.0,7182.0,3302.75,13211.0,3,41,21.5,86,27,200,113.5,454
291,65.0,701.0,289.5,1158.0,1,13,5.5,22,9,81,37.5,150
292,80.0,7818.0,3418.0,13672.0,2,44,21.75,87,15,200,107.5,430
293,201.0,7038.0,3288.0,13152.0,5,40,22.5,90,38,200,119.25,477
294,74.0,10158.0,3649.0,14596.0,2,47,22.75,91,15,200,107.5,430
295,36.0,5976.0,3399.0,13596.0,0,39,28.75,115,9,200,152.25,609
296,71.0,4464.0,1961.75,7847.0,1,38,19.25,77,9,200,110.5,442
297,53.0,3132.0,955.75,3823.0,1,36,12.75,51,9,200,76.25,305
298,57.0,4698.0,1643.75,6575.0,1,38,15.25,61,15,200,89.5,358
299,132.0,7170.0,3996.0,15984.0,2,41,30.0,120,21,200,155.25,621
300,69.0,2394.0,703.0,2812.0,1,34,10.25,41,9,200,62.75,251
301,204.0,6678.0,3477.0,13908.0,4,42,30.0,120,33,200,158.25,633
302,59.0,6492.0,1840.0,7360.0,1,42,14.5,58,9,200,77.5,310
303,248.0,8532.0,3558.5,14234.0,6,42,24.0,96,39,200,121.0,484
304,77.0,2376.0,666.25,2665.0,1,34,9.75,39,9,200,61.25,245
305,65.0,2658.0,819.25,3277.0,1,34,12.25,49,9,200,76.25,305
306,53.0,3132.0,1352.75,5411.0,1,35,15.0,60,9,200,92.5,370
307,36.0,540.0,227.0,908.0,0,8,3.75,15,9,51,28.25,113
308,174.0,5484.0,2784.0,11136.0,2,43,22.5,90,20,200,116.25,465
309,53.0,11490.0,4270.25,17081.0,1,46,23.25,93,9,200,113.5,454
310,57.0,5976.0,1675.25,6701.0,1,41,13.0,52,15,200,71.5,286
311,183.0,5790.0,1965.0,7860.0,4,40,17.5,70,33,200,101.5,406
312,86.0,2826.0,811.75,3247.0,2,36,11.25,45,15,200,67.25,269
313,270.0,7398.0,3443.25,13773.0,4,44,24.25,97,32,200,123.75,495
314,36.0,861.0,420.75,1683.0,0,13,6.5,26,9,74,43.0,172
315,77.0,4712.0,1248.0,4992.0,1,39,10.75,43,9,195,58.5,234
316,71.0,617.0,234.75,939.0,1,13,4.75,19,9,81,33.0,132
317,192.0,4590.0,2866.5,11466.0,4,39,29.25,117,33,200,158.25,633
318,41.0,4704.0,2294.0,9176.0,1,41,20.25,81,9,200,106.0,424
319,87.0,8088.0,3825.75,15303.0,1,44,22.0,88,15,200,109.0,436
320,57.0,6270.0,2760.75,11043.0,1,40,20.75,83,15,200,112.0,448
321,68.0,9624.0,3762.25,15049.0,2,46,22.75,91,15,200,109.0,436
322,68.0,8136.0,2145.5,8582.0,2,45,13.75,55,15,200,70.25,281
323,65.0,7584.0,3112.25,12449.0,1,45,21.75,87,9,200,107.5,430
324,248.0,7206.0,3269.0,13076.0,5,42,23.0,92,32,200,117.75,471
325,206.0,8328.0,4073.0,16292.0,6,40,30.25,121,39,200,159.75,639
326,171.0,6504.0,3144.75,12579.0,3,41,23.25,93,27,200,120.75,483
327,75.0,7626.0,2411.75,9647.0,1,44,16.5,66,9,200,86.5,346
328,311.0,5592.0,2739.5,10958.0,5,39,22.5,90,38,200,120.75,483
329,36.0,6636.0,2757.75,11031.0,0,45,20.75,83,9,200,106.0,424
330,219.0,6258.0,3264.75,13059.0,5,41,22.75,91,39,200,120.75,483
331,41.0,8490.0,2380.0,9520.0,1,43,16.5,66,9,200,86.75,347
332,53.0,7788.0,3735.5,14942.0,1,44,23.75,95,9,200,117.75,471
333,69.0,216.0,110.25,441.0,1,4,1.75,7,15,33,19.5,78
334,71.0,7320.0,2084.75,8339.0,1,42,15.0,60,9,200,80.5,322
335,263.0,6720.0,3430.75,13723.0,5,43,23.5,94,33,200,118.0,472
336,218.0,4572.0,1525.25,6101.0,5,38,15.0,60,39,200,86.5,346
337,36.0,6000.0,3142.5,12570.0,0,41,28.75,115,9,200,152.25,609
338,114.0,5220.0,3027.0,12108.0,2,39,28.75,115,21,200,155.25,621
339,78.0,5406.0,2211.75,8847.0,2,42,22.5,90,21,200,120.75,483
340,623.0,8202.0,3516.5,14066.0,15,42,28.5,114,98,200,150.75,603
